uniprot_accession,protein_name,pathway,compound
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001062,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001062,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001062,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001062,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001062,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001062,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001063,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001063,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001063,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001063,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001063,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001063,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001063,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001063,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001063,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001063,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001063,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001063,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001063,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001064,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001064,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001064,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001064,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001064,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001064,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001064,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001064,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001064,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001064,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001064,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001064,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001064,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001065,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001065,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001065,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001065,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001065,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001065,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001065,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001065,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001065,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001065,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001065,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001065,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001065,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001066,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001066,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001066,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001066,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001066,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001066,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001066,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001066,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001066,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001066,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001066,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001066,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001066,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001067,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001067,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001067,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001067,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001067,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001067,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001067,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001067,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001067,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001067,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001067,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001067,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001067,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001068,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001068,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001068,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001068,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001068,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001068,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001068,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001068,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001068,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001068,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001068,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001068,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001068,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001069,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001069,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001069,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001069,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001069,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001069,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001069,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001069,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001069,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001069,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001069,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001069,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001069,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001070,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001070,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001070,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001070,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001070,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001070,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001070,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001070,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001070,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001070,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001070,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001070,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001070,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001071,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001071,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001071,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001071,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001071,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001071,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001071,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001071,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001071,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001071,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001071,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001072,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001072,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001072,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001072,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001072,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001072,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001072,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001072,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001072,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001072,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001072,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001073,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001073,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001073,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001073,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001073,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001073,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001073,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001073,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001073,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001073,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001073,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001074,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001074,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001074,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001074,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001074,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001074,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001074,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001074,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001074,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001074,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001074,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001074,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001074,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001075,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001075,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001075,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001075,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001075,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001075,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001075,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001075,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001075,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001075,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001075,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001076,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001076,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001076,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001076,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001076,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001076,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001076,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001076,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001076,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001076,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001076,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001077,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001077,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001077,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001077,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001077,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001077,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001077,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001077,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001077,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001077,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001077,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001078,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001078,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001078,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001078,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001078,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001078,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001078,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001078,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001078,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001078,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001078,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001079,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001079,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001079,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001079,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001079,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001079,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001079,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001079,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001079,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001079,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001079,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001079,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001079,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001080,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001080,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001080,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001080,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001080,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001080,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001080,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001080,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001080,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001080,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001080,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001081,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001081,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001081,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001081,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001081,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001081,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001081,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001081,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001081,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001081,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001081,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001082,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001082,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001082,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001082,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001082,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001082,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001082,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001082,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001082,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001082,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001082,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001083,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001083,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001083,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001083,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001083,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001083,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001083,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001083,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001083,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001083,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001083,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001084,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001084,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001084,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001084,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001084,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001084,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001084,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001084,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001084,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001084,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001084,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001084,Ethanolamine
